Entry #,Date,Player Name,Team,Tile,Item Received,Points,Awarded Points,Image,,,Team,Total Points,,,
683,22/02/2026,LostAtSearme,Team 3 - Toes of Amascut,Revenants / Wildy Shields,Ancient Statuette,2,2,,2/22/2026,,,,,,
684,22/02/2026,GIMyNewtron,Team 6 - Mulch Munchers,Doom of Mokhaiotl,Eye of Ayak,5,5,,2/22/2026,,,,,,
686,22/02/2026,Saintonis,Team 6 - Mulch Munchers,Barrows / Moons,Ahrim's Hood,1,1,,2/22/2026,,,,,,
687,22/02/2026,Saintonis,Team 6 - Mulch Munchers,Barrows / Moons,Torag's Hammers,1,1,,2/22/2026,,,,,,
688,22/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Zamorakian Spear,1,1,,2/22/2026,,,,,,
690,22/02/2026,Frofa,Team 7 - #Zamn67uwu>:3xD,Meme Tile,Curved Bone,3,3,,2/22/2026,,,,,,
691,22/02/2026,Nepautism,Team 7 - #Zamn67uwu>:3xD,Dragons,Hueycoatl Hide,1,1,,2/22/2026,,,,,,
692,22/02/2026,Daixu,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Theatre of Blood,Avernic Defender,2,2,,2/22/2026,,,,,,
693,22/02/2026,IM Sacerdos1,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
694,22/02/2026,Jamine2,Team 3 - Toes of Amascut,Yama,Soulflame Horn,3,3,,2/22/2026,,,,,,
695,22/02/2026,IM Sacerdos1,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
696,22/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Barrows / Moons,Karil's Leathertop,1,1,,2/22/2026,,,,,,
698,22/02/2026,Zezimmour,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
699,22/02/2026,ElderSix,Team 4 - Juiced Up Jubblies,Slayer Bosses,Pegasian Crystal,3,3,,2/22/2026,,,,,,
701,22/02/2026,IM Silo,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
703,22/02/2026,Ironlad C,Team 1 - Ba-Ba's Big Banana Boys,Doom of Mokhaiotl,Dom,5,5,,2/22/2026,,,,,,
705,22/02/2026,IM Silo,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
706,22/02/2026,Zezimmour,Team 3 - Toes of Amascut,Royal Titans,Ice Element Staff Crown,3,3,,2/22/2026,,,,,,
707,22/02/2026,IM Sacerdos1,Team 3 - Toes of Amascut,Royal Titans,Ice Element Staff Crown,3,3,,2/22/2026,,,,,,
708,22/02/2026,Saintonis,Team 6 - Mulch Munchers,Zulrah,Magic Fang,2,2,,2/22/2026,,,,,,
709,22/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Guthan's Platebody,1,1,,2/22/2026,,,,,,
710,22/02/2026,Flurpentine,Team 7 - #Zamn67uwu>:3xD,Zulrah,Tanzanite Fang,2,2,,2/22/2026,,,,,,
712,22/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Zamorakian Spear,1,1,,2/22/2026,,,,,,
713,22/02/2026,Yezrail55,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Karil's Leatherskirt,1,1,,2/22/2026,,,,,,
714,22/02/2026,Flurpentine,Team 7 - #Zamn67uwu>:3xD,Zulrah,Uncut Onyx,2,2,,2/22/2026,,,,,,
715,22/02/2026,phzyqo,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Revenants / Wildy Shields,Malediction Shard 2,2,2,,2/22/2026,,,,,,
717,22/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Dragons,Dragon Metal Sheet,1,1,,2/22/2026,,,,,,
719,22/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Tormented / Demonics,Zenyte Shard,2,2,,2/22/2026,,,,,,
720,22/02/2026,Stanjuuh,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
722,22/02/2026,BarelyMining,Team 3 - Toes of Amascut,God Wars Dungeon,Godsword Shard 1,1,1,,2/22/2026,,,,,,
723,22/02/2026,polttaa,Team 4 - Juiced Up Jubblies,Zulrah,Pet Snakeling,7,7,,2/22/2026,,,,,,
725,22/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Light Frame,2,2,,2/22/2026,,,,,,
726,22/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Barrows / Moons,Dharok's Helm,1,1,,2/22/2026,,,,,,
727,22/02/2026,FE Pubes,Team 1 - Ba-Ba's Big Banana Boys,Tormented / Demonics,Zenyte Shard,2,2,,2/22/2026,,,,,,
729,22/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Zamorakian Spear,1,1,,2/22/2026,,,,,,
730,22/02/2026,Wonky Dust,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Godsword Shard 2,1,1,,2/22/2026,,,,,,
731,22/02/2026,T ipsy,Team 3 - Toes of Amascut,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/22/2026,,,,,,
733,22/02/2026,Zezimmour,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
734,22/02/2026,Shad IM,Team 6 - Mulch Munchers,Dragons,Dragon Hunter Wand,3,3,,2/22/2026,,,,,,
735,22/02/2026,IM Silo,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
736,22/02/2026,Preau,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Blood Moon Tassets,1,1,,2/22/2026,,,,,,
737,22/02/2026,Nepautism,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Eclipse Atlatl,1,1,,2/22/2026,,,,,,
739,22/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Colo / Inferno,Dizana's Quiver,1,1,,2/22/2026,,,,,,
740,22/02/2026,iskoldjesper,Team 2 - Send Noots,Dagannoth Kings,Berserker Ring,1,1,,2/22/2026,,,,,,
741,22/02/2026,iskoldjesper,Team 2 - Send Noots,Dagannoth Kings,Dragon Axe,1,1,,2/22/2026,,,,,,
742,22/02/2026,BarlowBvB,Team 3 - Toes of Amascut,Pharoah Sceptre / Blood Shard,Blood Shard,1,1,,2/22/2026,,,,,,
743,22/02/2026,Plink Cay,Team 7 - #Zamn67uwu>:3xD,Colo / Inferno,Dizana's Quiver,1,1,,2/22/2026,,,,,,
745,22/02/2026,Ironlad C,Team 1 - Ba-Ba's Big Banana Boys,Tombs of Amascut,Ward of Elidinis,3,3,,2/22/2026,,,,,,
746,22/02/2026,Snusician,Team 3 - Toes of Amascut,Zulrah,Serpentine Visage,2,2,,2/22/2026,,,,,,
748,22/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Dagannoth Kings,Mud Battlestaff,1,1,,2/22/2026,,,,,,
749,22/02/2026,IM Sacerdos1,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
750,22/02/2026,Demon Dic,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Malediction Shard 3,2,2,,2/22/2026,,,,,,
751,22/02/2026,IM Sacerdos1,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
752,22/02/2026,Demon Dic,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Malediction Shard 3,2,2,,2/22/2026,,,,,,
753,22/02/2026,GIM Retro J,Team 4 - Juiced Up Jubblies,Shards,Venator Shard,2,2,,2/22/2026,,,,,,
754,22/02/2026,Gim retro s,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Ancient Emblem,2,2,,2/22/2026,,,,,,
755,22/02/2026,Chesto Berry,Team 1 - Ba-Ba's Big Banana Boys,Zulrah,Uncut Onyx,2,2,,2/22/2026,,,,,,
757,22/02/2026,IM Sacerdos1,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
758,22/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Dragons,Dragon Metal Sheet,1,1,,2/22/2026,,,,,,
760,22/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Dragons,Dragon Metal Sheet,1,1,,2/22/2026,,,,,,
761,22/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,Dragons,Dragon Metal Sheet,1,1,,2/22/2026,,,,,,
762,22/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Revenants / Wildy Shields,Odium Shard 2,2,2,,2/22/2026,,,,,,
764,22/02/2026,Kep,Team 6 - Mulch Munchers,Dragons,Dragon Metal Sheet,1,1,,2/22/2026,,,,,,
765,22/02/2026,Updong,Team 7 - #Zamn67uwu>:3xD,Zulrah,Magic Fang,2,2,,2/22/2026,,,,,,
766,22/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Malediction Shard 1,2,2,,2/22/2026,,,,,,
767,22/02/2026,Whipyyy,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Malediction Shard 2,2,2,,2/22/2026,,,,,,
768,22/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Malediction Shard 1,2,2,,2/22/2026,,,,,,
769,22/02/2026,BarlowBvB,Team 3 - Toes of Amascut,Tormented / Demonics,Zenyte Shard,2,2,,2/22/2026,,,,,,
770,22/02/2026,Gim retro s,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Ancient Emblem,2,2,,2/22/2026,,,,,,
771,22/02/2026,Jamine2,Team 3 - Toes of Amascut,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
772,22/02/2026,Cmot,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Shards,Crystal Weapon Seed,2,2,,2/22/2026,,,,,,
773,22/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Colo / Inferno,Dizana's Quiver,1,1,,2/22/2026,,,,,,
774,22/02/2026,Yerh,Team 2 - Send Noots,Dragons,Hueycoatl Hide,1,1,,2/22/2026,,,,,,
775,22/02/2026,Groedels,Team 2 - Send Noots,Slayer Misc,Aquanite Tendon,5,5,,2/22/2026,,,,,,
777,22/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Saradomin's Light,1,1,,2/22/2026,,,,,,
778,22/02/2026,Flurpentine,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Godsword Shard 1,1,1,,2/22/2026,,,,,,
779,22/02/2026,quiggler2,Team 6 - Mulch Munchers,God Wars Dungeon,Saradomin Sword,1,1,,2/22/2026,,,,,,
780,22/02/2026,Frofa,Team 7 - #Zamn67uwu>:3xD,Royal Titans,Ice Element Staff Crown,3,3,,2/22/2026,,,,,,
781,22/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,God Wars Dungeon,Godsword Shard 2,1,1,,2/22/2026,,,,,,
782,22/02/2026,Demon Dic,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Ancient Crystal,3,3,,2/22/2026,,,,,,
783,22/02/2026,Daixu,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,DT2 Bosses,Chromium Ingot,3,3,,2/22/2026,,,,,,
784,22/02/2026,iskoldjesper,Team 2 - Send Noots,Dragons,Dragon Metal Sheet,1,1,,2/22/2026,,,,,,
786,22/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Colo / Inferno,Dizana's Quiver,1,1,,2/22/2026,,,,,,
787,22/02/2026,OnlySpooned,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Ancient Totem,2,2,,2/22/2026,,,,,,
788,22/02/2026,Demon Dic,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Ancient Totem,2,2,,2/22/2026,,,,,,
789,22/02/2026,Groedels,Team 2 - Send Noots,Slayer Misc,Aquanite Tendon,5,5,,2/22/2026,,,,,,
790,22/02/2026,Tztok 8Incok,Team 4 - Juiced Up Jubblies,Zulrah,Uncut Onyx,2,2,,2/22/2026,,,,,,
791,22/02/2026,grp ryanman,Team 1 - Ba-Ba's Big Banana Boys,Colo / Inferno,Sunfire Fanatic Chausses,2,1,,2/22/2026,,,,,,
792,22/02/2026,Tztok 8Incok,Team 4 - Juiced Up Jubblies,Zulrah,Serpentine Visage,2,2,,2/22/2026,,,,,,
793,22/02/2026,Rawr x3c,Team 4 - Juiced Up Jubblies,Doom of Mokhaiotl,Avernic Treads,5,5,,2/22/2026,,,,,,
794,22/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Colo / Inferno,Dizana's Quiver,1,1,,2/22/2026,,,,,,
795,22/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Colo / Inferno,Echo Crystal,2,2,,2/22/2026,,,,,,
796,22/02/2026,Wizzy Wizzle,Team 2 - Send Noots,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/22/2026,,,,,,
797,22/02/2026,iskoldjesper,Team 2 - Send Noots,Chambers of Xeric,Dexterous Prayer Scroll,1,1,,2/22/2026,,,,,,
799,22/02/2026,Stronteter1,Team 1 - Ba-Ba's Big Banana Boys,Dragons,Hueycoatl Hide,1,1,,2/22/2026,,,,,,
800,22/02/2026,Shad IM,Team 6 - Mulch Munchers,Slayer Bosses,Araxyte Fang,5,5,,2/22/2026,,,,,,
801,22/02/2026,Iron vilcan,Team 2 - Send Noots,Zulrah,Tanzanite Fang,2,2,,2/22/2026,,,,,,
802,22/02/2026,L 7,Team 1 - Ba-Ba's Big Banana Boys,Zulrah,Tanzanite Fang,2,2,,2/22/2026,,,,,,
804,22/02/2026,Upravakiat,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Slayer Bosses,Hydra Claw,5,2,,2/22/2026,,,,,,
805,22/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Colo / Inferno,Dizana's Quiver,1,1,,2/22/2026,,,,,,
806,22/02/2026,Iron vilcan,Team 2 - Send Noots,Zulrah,Jar of Swamp,5,5,,2/22/2026,,,,,,
808,22/02/2026,L 7,Team 1 - Ba-Ba's Big Banana Boys,Zulrah,Serpentine Visage,2,2,,2/22/2026,,,,,,
809,22/02/2026,Obsoleete,Team 6 - Mulch Munchers,Slayer Misc,Sulphur Blades,2,2,,2/22/2026,,,,,,
811,22/02/2026,Redthendead,Team 4 - Juiced Up Jubblies,Slayer Bosses,Unsired,1,1,,2/22/2026,,,,,,
812,22/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Zulrah,Uncut Onyx,2,2,,2/22/2026,,,,,,
813,22/02/2026,Lada vesta,Team 3 - Toes of Amascut,Tormented / Demonics,Zenyte Shard,2,2,,2/22/2026,,,,,,
815,22/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Spider / Bear / Skeleton,Dragon Pickaxe,2,2,,2/22/2026,,,,,,
816,22/02/2026,Cmot,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Tormented / Demonics,Light Frame,2,2,,2/22/2026,,,,,,
817,22/02/2026,Maself,Team 1 - Ba-Ba's Big Banana Boys,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
818,22/02/2026,Chesto Berry,Team 1 - Ba-Ba's Big Banana Boys,Zulrah,Uncut Onyx,2,2,,2/22/2026,,,,,,
820,22/02/2026,Warnock IM,Team 2 - Send Noots,Chambers of Xeric,Twisted Ancestral Colour Kit,3,3,,2/22/2026,,,,,,
822,22/02/2026,GIM Chibbi,Team 2 - Send Noots,God Wars Dungeon,Saradomin Sword,1,1,,2/22/2026,,,,,,
823,22/02/2026,GIM Chibbi,Team 2 - Send Noots,God Wars Dungeon,Saradomin Sword,1,1,,2/22/2026,,,,,,
824,22/02/2026,Warnock IM,Team 2 - Send Noots,Slayer Misc,Warped Sceptre,5,5,,2/22/2026,,,,,,
825,22/02/2026,Groedels,Team 2 - Send Noots,Barrows / Moons,Blue Moon Tassets,1,1,,2/22/2026,,,,,,
826,22/02/2026,L 7,Team 1 - Ba-Ba's Big Banana Boys,Shards,Crystal Weapon Seed,2,2,,2/22/2026,,,,,,
827,22/02/2026,BarelyMining,Team 3 - Toes of Amascut,Tormented / Demonics,Zenyte Shard,2,2,,2/22/2026,,,,,,
829,22/02/2026,Zezimmour,Team 3 - Toes of Amascut,Tormented / Demonics,Zenyte Shard,2,2,,2/22/2026,,,,,,
830,22/02/2026,Lada vesta,Team 3 - Toes of Amascut,Tormented / Demonics,Zenyte Shard,2,2,,2/22/2026,,,,,,
831,22/02/2026,Stronteter1,Team 1 - Ba-Ba's Big Banana Boys,Revenants / Wildy Shields,Viggora's Chainmace,5,5,,2/22/2026,,,,,,
832,22/02/2026,MrBorreby,Team 1 - Ba-Ba's Big Banana Boys,Doom of Mokhaiotl,Eye of Ayak,5,5,,2/22/2026,,,,,,
833,22/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
834,22/02/2026,Lada vesta,Team 3 - Toes of Amascut,Tormented / Demonics,Light Frame,2,2,,2/22/2026,,,,,,
835,22/02/2026,Jamine2,Team 3 - Toes of Amascut,DT2 Bosses,Wisp,7,7,,2/22/2026,,,,,,
836,22/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Colo / Inferno,Dizana's Quiver,1,1,,2/22/2026,,,,,,
837,22/02/2026,Tjob,Team 4 - Juiced Up Jubblies,Doom of Mokhaiotl,Mokhaiotl Cloth,5,5,,2/22/2026,,,,,,
838,22/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/22/2026,,,,,,
839,22/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Zulrah,Serpentine Visage,2,2,,2/22/2026,,,,,,
840,22/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Nex,Ancient Hilt,5,5,,2/22/2026,,,,,,
842,22/02/2026,Skaebryda,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Barrows / Moons,Blue Moon Spear,1,1,,2/22/2026,,,,,,
843,22/02/2026,Skaebryda,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Barrows / Moons,Eclipse Moon Chestplate,1,1,,2/22/2026,,,,,,
844,22/02/2026,MooMussy,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Nex,Zaryte Vambraces,5,5,,2/22/2026,,,,,,
845,22/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Nex,Torva Platebody,5,5,,2/22/2026,,,,,,
846,22/02/2026,Kekla,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Barrows / Moons,Ahrim's Staff,1,1,,2/22/2026,,,,,,
847,22/02/2026,Kekla,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Barrows / Moons,Karil's Leatherskirt,1,1,,2/22/2026,,,,,,
848,22/02/2026,OldShortBoot,Team 6 - Mulch Munchers,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/22/2026,,,,,,
849,22/02/2026,Ex M0bileuim,Team 6 - Mulch Munchers,Slayer Misc,Sulphur Blades,2,2,,2/22/2026,,,,,,
850,22/02/2026,cheval grand,Team 6 - Mulch Munchers,Nightmare / PNM,Nightmare Staff,5,3,,2/22/2026,,,,,,
851,22/02/2026,Skull FE,Team 6 - Mulch Munchers,Dragons,Hueycoatl Hide,1,1,,2/22/2026,,,,,,
852,22/02/2026,Obsoleete,Team 6 - Mulch Munchers,Slayer Misc,Sulphur Blades,2,2,,2/22/2026,,,,,,
854,22/02/2026,Nepautism,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Eclipse Moon Helm,1,1,,2/22/2026,,,,,,
855,22/02/2026,Iron Adiowa,Team 7 - #Zamn67uwu>:3xD,Shards,Venator Shard,2,2,,2/22/2026,,,,,,
856,22/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Dharok's Helm,1,1,,2/22/2026,,,,,,
857,22/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Torag's Helm,1,1,,2/22/2026,,,,,,
858,22/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Guthan's Chainskirt,1,1,,2/22/2026,,,,,,
859,22/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Karil's Crossbow,1,1,,2/22/2026,,,,,,
860,22/02/2026,So Far To Go,Team 7 - #Zamn67uwu>:3xD,Barrows / Moons,Dharok's Helm,1,1,,2/22/2026,,,,,,
862,22/02/2026,aocl,Team 7 - #Zamn67uwu>:3xD,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
863,22/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
864,22/02/2026,Plink Cay,Team 7 - #Zamn67uwu>:3xD,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
865,22/02/2026,Plink Cay,Team 7 - #Zamn67uwu>:3xD,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
866,22/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
867,22/02/2026,Iron speesh,Team 3 - Toes of Amascut,Zulrah,Magic Fang,2,2,,2/22/2026,,,,,,
868,22/02/2026,Kciem,Team 7 - #Zamn67uwu>:3xD,Zulrah,Magic Fang,2,2,,2/22/2026,,,,,,
869,22/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Fire Element Staff Crown,3,3,,2/22/2026,,,,,,
870,22/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
871,22/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
872,22/02/2026,Lada vesta,Team 3 - Toes of Amascut,Tormented / Demonics,Ballista Limb,2,2,,2/22/2026,,,,,,
873,22/02/2026,Maself,Team 1 - Ba-Ba's Big Banana Boys,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
874,22/02/2026,IM Richigo,Team 7 - #Zamn67uwu>:3xD,Zulrah,Pet Snakeling,7,7,,2/22/2026,,,,,,
875,22/02/2026,Iron vilcan,Team 2 - Send Noots,Revenants / Wildy Shields,Odium Shard 2,2,2,,2/22/2026,,,,,,
876,22/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
877,22/02/2026,aocl,Team 7 - #Zamn67uwu>:3xD,Pharoah Sceptre / Blood Shard,Pharaoh's Sceptre,3,3,,2/22/2026,,,,,,
879,22/02/2026,Saintonis,Team 6 - Mulch Munchers,Chambers of Xeric,Arcane Prayer Scroll,1,1,,2/22/2026,,,,,,
880,22/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Zulrah,Tanzanite Fang,2,2,,2/22/2026,,,,,,
881,22/02/2026,Avusten,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Odium Shard 1,2,2,,2/22/2026,,,,,,
883,22/02/2026,Dekai Oppai,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
884,22/02/2026,Mr Gizby,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Royal Titans,Ice Element Staff Crown,3,3,,2/22/2026,,,,,,
885,22/02/2026,GIM Chibbi,Team 2 - Send Noots,God Wars Dungeon,Saradomin Sword,1,1,,2/22/2026,,,,,,
886,22/02/2026,IM Sacerdos1,Team 3 - Toes of Amascut,Barrows / Moons,Dharok's Helm,1,1,,2/22/2026,,,,,,
887,22/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Royal Titans,Giantsoul Amulet,1,1,,2/22/2026,,,,,,
888,22/02/2026,Warnock IM,Team 2 - Send Noots,God Wars Dungeon,Godsword Shard 2,1,1,,2/22/2026,,,,,,
889,22/02/2026,NotArnr,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Zulrah,Magic Fang,2,2,,2/22/2026,,,,,,
890,22/02/2026,Nebbzyyy,Team 4 - Juiced Up Jubblies,Colo / Inferno,Dizana's Quiver,1,1,,2/22/2026,,,,,,
891,22/02/2026,LostAtSearme,Team 3 - Toes of Amascut,Chambers of Xeric,Dexterous Prayer Scroll,1,1,,2/22/2026,,,,,,
893,22/02/2026,50 Traits,Team 1 - Ba-Ba's Big Banana Boys,Zulrah,Magic Fang,2,2,,2/22/2026,,,,,,
894,22/02/2026,GIM Chibbi,Team 2 - Send Noots,God Wars Dungeon,Saradomin Sword,1,1,,2/22/2026,,,,,,
895,22/02/2026,GIM Chibbi,Team 2 - Send Noots,God Wars Dungeon,Saradomin Sword,1,1,,2/22/2026,,,,,,
896,22/02/2026,Basotto,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,Doom of Mokhaiotl,Mokhaiotl Cloth,5,5,,2/22/2026,,,,,,
897,23/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Royal Titans,Giantsoul Amulet,1,1,,2/23/2026,,,,,,
898,23/02/2026,Sa lad,Team 1 - Ba-Ba's Big Banana Boys,Royal Titans,Ice Element Staff Crown,3,3,,2/23/2026,,,,,,
899,23/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Godsword Shard 2,1,1,,2/23/2026,,,,,,
900,23/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Saradomin Sword,1,1,,2/23/2026,,,,,,
901,23/02/2026,Jamine2,Team 3 - Toes of Amascut,Tombs of Amascut,Lightbearer,1,1,,2/23/2026,,,,,,
902,23/02/2026,Kobe Kenobi,Team 3 - Toes of Amascut,DT2 Bosses,Executioner's Axe Head,5,5,,2/23/2026,,,,,,
903,23/02/2026,K 4 D E,Team 5 - The Excellent and Marvellous Society of Extremely Vicious Endgame Nerds,God Wars Dungeon,Godsword Shard 1,1,1,,2/23/2026,,,,,,
905,23/02/2026,Meldynoir,Team 4 - Juiced Up Jubblies,God Wars Dungeon,Bandos Chestplate,2,2,,2/23/2026,,,,,,
906,23/02/2026,Maself,Team 1 - Ba-Ba's Big Banana Boys,Royal Titans,Giantsoul Amulet,1,1,,2/23/2026,,,,,,
907,23/02/2026,Gim retro s,Team 4 - Juiced Up Jubblies,Revenants / Wildy Shields,Viggora's Chainmace,5,5,,2/23/2026,,,,,,
908,23/02/2026,OldShortBoot,Team 6 - Mulch Munchers,Slayer Misc,Warped Sceptre,5,5,,2/23/2026,,,,,,
